Event_ID,Date,Country,Reason,Action_Summary,Action_Level,Action_Classification,Status,Type,Device,Source,manufacturer_name,device_name
118284,2019-03-01,DNK,Device failure / Feature Before Use - Manufacturing,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Field Safety Notice,dnk-inferior-vena-cava-ivc-filter,Danish Medicines Agency,,
0baa084c-4858-45e5-b117-586f347a7646,2018-06-07,FRA,infection detected in infusion pump,terminated,Healthcare Professional,Class 1,terminated,safety alert,infusion pump,Health Canada,BioCare,infusion pump
2435651a-0ff3-4bbf-95b9-a5f7c4a4f11c,2022-06-20,CHN,manufacturing defect detected in ultrasound machine,terminated,Hospital,Class 2,classified,safety alert,ultrasound machine,TGA,BioCare,ultrasound machine
60d74d4f-7766-4fa9-9e74-b88045fee8a9,2023-12-10,,cardiac deqected in infusion pump,terminated,Hospital,Class 1,,safety alert,infusion pump,TGA,HealthTech,infusion pump
2af49da0-7176-43c3-a91f-da345218732c,2017-07-04,FRA,cardiac detected in cardiac pacemaker,software update,Healthcare Professional,Class 1,open,recall,cardiac pacemaker,TGA,BioCare,cardiac pacemaker
2e2059c6-f8e7-4475-be4b-b11e7c2cafa3,2018-01-10,,death detected in surgical implant,terminated,Public Recall,Class 1,,recall,surgical implant,CDSCO,CardioPlus,surgical implant
38031,2007-03-27,DEU,Device failure / Feature Before Use - Manufacturing,Information about software updates of GE Healthcare Engström Carestations,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Field Safety Notice,deu-software-updates,Bundesinstitut für Arzneimittel und Medizinprodukte,,
87efdd6a-6bb2-4be3-b3ef-343978ff7083,2017-05-02,GBR,explosion detected in cardiac pacemaker,terminated,Healthcare Professional,Class 1,terminated,safety alert,cardiac pacemaker,FDA,HealthTech,cardiac pacemaker
9b252d76-53e0-49b5-b506-55269b92f3d3,2020-10-22,GBR,paperwork detected in bandage,recall,Retail,Class 3,terminated,safety alert,bandage,MHRA,CardioPlus,bandage
67762565-4ada-41ce-80a0-a05997e1beaa,2017-03-12,,petformance issue detected in ultrasound machine,terminated,Sponsor Control,Class 2,,field safety,ultrasound machine,CDSCO,MediNova,ultrasound machine
25b7ea1c-d84d-40e3-9c41-22c9aeaa93c1,2018-01-20,CHN,instruction correction detected in disposable glove,software update,Retail,Class 3,classified,safety alert,disposable glove,EMA,HealthTech,disposable glove
ab80a108-fd99-461c-b9a4-3680d6b3140c,2025-08-21,AUS,documentation update detected in dressing,terminated,Wholesale,Class 3,open,field safety,dressing,MHRA,Meditech Corp,dressing
f88bcd35-bae1-4166-bdfa-fe03693b1659,2023-11-17,CAN,implant detected in ventilator,recall,Public Recall,Class 1,open,recall,ventilator,PMDA,CardioPlus,ventilator
6e99733d-88d6-4669-9e9c-9ab61bed3f93,2022-05-11,CAN,implant detected in ventilator,software update,Healthcare Professional,Class 1,open,recall,ventilator,CDSCO,LifeSystems,ventilator
4327585b-1112-4588-a7a1-62feddeaa7bc,2018-03-04,USA,cosmetic defect detected in catheter,software update,Sponsor Control,Class 3,open,field safety,catheter,EMA,CardioPlus,catheter
70861ded-951b-47b6-b4ba-231bdefe8952,2019-08-27,IND,cosmetic defect detected in catheter,recall,Retail,Class 3,open,safety alert,catheter,PMDA,CardioPlus,catheter
c4cc7f60-d895-40f2-9c4f-259e2b9e5cc3,2018-06-10,AUS,cosmetic defect detected in dressing,recall,Retail,Class 3,open,field safety,dressing,MHRA,MediNova,dressing
e37e99a9-8a50-430f-a2b4-ce30cc273aee,2017-04-29,IND,cosmetic defect detected in disposable glove,software update,Retail,Class 3,open,safety alert,disposable glove,CDSCO,HealthTech,disposable glove
adc5aa14-7091-4a34-a161-7ba85a002429,2020-01-20,CHN,fatal detected in ventilator,recall,Healthcare Professional,Class 1,open,field safety,ventilator,Health Canada,CardioPlus,ventilator
101923,2017-02-20,,"After ppening and closing a study on a Central Monitoring System while a study is suill open on an in-room NX system, a problem of image mix-up can occxr on the injroom NX system.",Recall,Hospital/Pharmacy/Laboratory,Class 2,,Recall,usa-device-recall-agfa-healthcare-corp-nx-2008-central-monitoring-system,U.S. Food and Drug Administration,,
fe60b3de-b923-4d23-9d82-3e67d335aedc,2016-10-27,USA,cosmetic defect detected in dressing,software update,Retail,Class 3,open,field safety,dressing,PMDA,CardioPlus,dressing
ffae0116-6957-49ca-bd7e-1e5b44f7ab5e,2021-03-09,BRA,documentation update detected in disposable glove,recall,Sponsor Control,Class 3,open,safety alert,disposable glove,Health Canada,Meditech Corp,disposable glove
03b5b465-fa50-4b6d-948e-b3846ffe76cf,2021-07-11,JPN,instruction correction detected in disposable glove,software update,Sponsor Control,Class 3,open,recall,disposable glove,PMDA,LifeSystems,disposable glove
82182,2017-08-17,POL,Device failure / Feature Before Use - Manufacturing,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Field Safety Notice,pol-plum-360-infusion-pumps-manufactured-between-29-april-2015-and-25-october-2016-placed-on-the,"Office for Registration of  Medicinal Products, Medical Devices and Biocidal Products",,
aa64ee23-9e39-45fc-8760-9446024020b0,2019-07-18,FRA,explosion detected in cardiac pacemaker,terminated,Public Recall,Class 1,classified,safety alert,cardiac pacemaker,EMA,MediNova,cardiac pacemaker
e9e8c74c-1d66-4bbf-8858-687951bc709e,2015-11-01,DEU,quality problem detected in diagnostic monitor,software update,Sponsor Control,Class 2,classified,field safety,diagnostic monitor,MHRA,BioCare,diagnostic monitor
beb90631-4373-4ba7-b2dd-5177b3def904,2019-08-11,IND,cardiac detected in defibrillator,terminated,Healthcare Professional,Class 1,open,recall,defibrillator,FDA,LifeSystems,defibrillator
1d838ba6-d776-49dc-b27b-43b2a19fa621,2025-02-06,CAN,software error detected in diagnostic monitor,recall,Wholesale,Class 2,open,field safety,diagnostic monitor,CDSCO,HealthTech,diagnostic monitor
99d99ab0-7795-4ed0-a4b8-c981a815bb13,2024-01-08,MEX,explosion detected in surgical implant,software update,Healthcare Professional,Class 1,classified,recall,surgical implant,TGA,HealthTech,surgical implant
2dd87484-7049-47fe-af9e-d64688afe4ed,2023-10-14,MEX,manufacturing defect detected in diagnostic monitor,terminated,Wholesale,Class 2,open,recall,diagnostic monitor,CDSCO,MediNova,diagnostic monitor
20ac379a-747f-4637-867b-9f87b07f96ce,2021-08-25,GBR,packaging detected in bandage,software update,Wholesale,Class 3,open,safety alert,bandage,EMA,Meditech Corp,bandage
d320828a-6f83-436a-a18d-3685eab0f33d,2016-06-10,BRA,infection detected in defibrillator,terminated,Public Recall,Class 1,open,safety alert,defibrillator,FDA,HealthTech,defibrillator
799a2552-d6cc-46a6-becf-6e253ef8b46b,2020-12-02,FRA,performance issue detected in x-ray device,recall,Wholesale,Class 2,classified,field safety,x-ray device,TGA,MediNova,x-ray device
f3e7bb72-b2db-43dc-958a-188c40061cf1,2025-03-22,BRA,paperwork detected in catheter,software update,Retail,Class 3,open,field safety,catheter,Health Canada,CardioPlus,catheter
6b6d4f85-e67b-44fe-9df3-bc34d59fc8a0,2023-03-06,GBR,cardiac detected in surgical implant,terminated,Public Recall,Class 1,classified,field safety,surgical implant,Health Canada,HealthTech,surgical implant
f9acbb87-57c9-4f1f-91f2-d26f95b9b018,2022-06-25,GBR,cosmetic defect detected in bandage,software update,Sponsor Control,Class 3,terminated,field safety,bandage,EMA,LifeSystems,bandage
107cd93c-6e36-4677-be5b-4e06e31afa0f,2020-03-06,DEU,serious injury detected in surgical implant,recall,Healthcare Professional,Class 1,classified,recall,surgical implant,Health Canada,LifeSystems,surgical implant
7dcacb44-7ba8-41bf-8ded-53ddc9475740,2020-01-24,USA,serious injury detected in infusion pump,terminated,Healthcare Professional,Class 1,open,recall,infusion pump,FDA,HealthTech,infusion pump
3a43b4fe-87cc-45a0-9a6a-1d4806df86b5,2020-02-08,GBR,death detected in ventilator,software update,Public Recall,Class 1,open,field safety,ventilator,PMDA,Meditech Corp,ventilator
dd962bad-62a8-4ec9-99df-46464fd9ec2d,2018-06-30,AUS,software error detected in ultrasound machine,terminated,Wholesale,Class 2,open,field safety,ultrasound machine,TGA,HealthTech,ultrasound machine
120240,2017-02-20,AUS,Medtronic recently identified an issue with a subset of Consulta® CRT-P devices during production. This issue was identified as a result of an internal investigation that indicated a recent trend of increasing manufacturing rejects related to the weld of a connector bracket. An out-of-specification weld could result in a loss of device hermeticity. Loss of hermeticity may allow body fluids to enter the device. This has the potential to compromise functionality resulting in loss of output.,Hazard Alert,Hospital/Pharmacy/Laboratory,Class I,Terminated,Recall,aus-consulta-crt-p-implantable-cardiac-pacemaker,"Department of Health, Therapeutic Goods Administration",,
cfa44476-dcd4-4a8d-824a-da36f321045c,2020-02-03,JPN,performance issue detected in laser therapy unit,recall,Hospital,Class 2,open,field safety,laser therapy unit,CDSCO,BioCare,laser therapy unit
6f2306dc-ecd3-46ff-a404-f1c3a5d4c754,2020-04-16,USA,performance issue detected in laser therapy unit,software update,Wholesale,Class 2,terminated,safety alert,laser therapy unit,Health Canada,BioCare,laser therapy unit
3862,2017-02-20,NZL,"Following reports of complaints regarding difficulties experienced when implanting devices, Zimmer has revised the surgical technique guide to provide clarity in the use of the implanting instruments. The revised surgical technique guide is revision 8",Correction,Healthcare Professional,Class 2,Terminated,Recall,nzl-zimmer-persona-tibial-articular-surface-provisional-instruments,New Zealand Medicines and Medical Devices Safety Authority,,
340e5d8c-5e6f-4fab-807d-d6f05cf7dc7a,2019-10-02,,cosmetic defect detected in dresbing,software update,Sponsor Control,Class 3,,recall,dressing,CDSCO,CardioPlus,dressing
34c8a2ee-d6e7-4e99-9510-e46e12931c2c,2019-11-27,CHN,manufacturing defect detected in x-ray device,software update,Wholesale,Class 2,classified,recall,x-ray device,EMA,MediNova,x-ray device
22b4b9c3-f904-4f98-80b8-f82c7df9cae6,2022-03-30,,cardiac detebted in ventilator,terminated,Public Recall,Class 1,,recall,ventilator,Health Canada,MediNova,ventilator
45363ac5-9342-4cbb-b65e-8dcc795359f5,2022-08-02,FRA,paperwork detected in disposable glove,software update,Retail,Class 3,terminated,recall,disposable glove,TGA,LifeSystems,disposable glove
28dcfc3c-a5a7-4e6d-91d2-69b86406c631,2022-04-29,CHN,infection detected in defibrillator,terminated,Hospital,Class 1,terminated,safety alert,defibrillator,EMA,Meditech Corp,defibrillator
76cf37ff-1ad4-44f5-81ec-d97a4841a608,2016-11-10,BRA,cosmetic defect detected in disposable glove,software update,Wholesale,Class 3,classified,recall,disposable glove,Health Canada,CardioPlus,disposable glove
db1ae0ce-08f9-4826-a8f9-3426368de330,2021-08-03,USA,death detected in cardiac pacemaker,terminated,Hospital,Class 1,open,safety alert,cardiac pacemaker,EMA,CardioPlus,cardiac pacemaker
8b676ab7-e052-4cc4-b00a-e4d8f4f7ef38,2022-12-21,GBR,packaging detected in catheter,software update,Retail,Class 3,open,safety alert,catheter,FDA,HealthTech,catheter
c1002b52-ed8d-4833-bbf3-dc665b1b2346,2017-08-20,GBR,documentation update detected in syringe,software update,Sponsor Control,Class 3,terminated,safety alert,syringe,TGA,GlobalMed,syringe
06c04928-16e3-444f-9e67-e10bbe97d3b1,2023-04-03,CHN,infection detected in ventilator,terminated,Healthcare Professional,Class 1,classified,safety alert,ventilator,Health Canada,BioCare,ventilator
e04f5794-4b54-47b0-a9d4-e39a3e3d6455,2018-05-23,AUS,infection detected in ventilator,recall,Hospital,Class 1,terminated,field safety,ventilator,Health Canada,MediNova,ventilator
9988,2016-02-23,FRA,Device failure / Feature Before Use - Manufacturing,Orthopedics - SURFIX screws and counters Alpha dia 2.7mm L.20 / 24mm - Newdeal - Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Recall,fra-surfix-screws-and-counters-alpha-dia-2-7mm-l-20-24mm,L’Agence nationale de sécurité du médicament et des produits de santé (ANSM),,
4896e831-6e8c-430d-9b9a-c726f19f85a4,2016-07-08,,death detected in surgical impfant,recall,Public Recall,Class 1,,safety alert,surgical implant,Health Canada,CardioPlus,surgical implant
fe56e801-14ba-454f-9a42-560f4a49f297,2020-11-20,IND,instruction correction detected in syringe,software update,Sponsor Control,Class 3,classified,recall,syringe,MHRA,MediNova,syringe
66e17748-45e0-4148-88fb-5ca2453d9cd5,2024-09-01,DEU,documentation update detected in catheter,software update,Retail,Class 3,classified,recall,catheter,Health Canada,LifeSystems,catheter
8a756426-ea1e-45c4-ace8-d12e04c7326d,2017-01-25,USA,instruction correction detected in catheter,terminated,Retail,Class 3,terminated,field safety,catheter,Health Canada,Meditech Corp,catheter
64663,2017-02-20,GBR,Device failure / Feature Before Use - Manufacturing,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Safety alert / Field Safety Notice,gbr-3m-coban-2-and-3m-coban-2-lite,Medicines and Healthcare products Regulatory Agency,,
49374,2017-02-20,SWE,Device failure / Feature Before Use - Manufacturing,Change instructions,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Field Safety Notice,swe-brilliance-ct-serien-ingenuity-ct-ingenuity-core-ingenuity-core128-ingenuity-flex-and-mx8000,Swedish Medical Products Agency,,
13136,2012-07-25,FRA,Device failure / Feature Before Use - Manufacturing,Oxoid Antimicrobial Susceptibility Testing Fox Fox 30 Reagent (Cefoxitine) - Thermo Fisher Scientific - Batch Removal,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Recall,fra-oxoid-antimicrobial-susceptibility-testing-fox-fox-30-reagent-cefoxitine,L’Agence nationale de sécurité du médicament et des produits de santé (ANSM),,
26331,2013-10-25,ESP,Device failure / Feature Before Use - Manufacturing,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Recall / Safety Alert,esp-adhesive-dental-excite-f-dsc,Agencia Española de Medicamentos y Productos Sanitarios (Via FOI),,
b322ecd9-a7d2-4826-883b-5932ba933e75,2017-11-20,AUS,software error detected in x-ray device,software update,Sponsor Control,Class 2,classified,recall,x-ray device,TGA,GlobalMed,x-ray device
14322,2017-02-20,USA,"Inadequate curing of adhesive, which may cause the two halves of the spheres to separate.",Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Recall,usa-device-recall-ndi-disposable-reflective-marker-spheres-for-brainlab-igs-system,U.S. Food and Drug Administration,,
e5030647-b7e3-4729-bfcb-9c314ea7a935,2022-10-30,FRA,instruction correction detected in disposable glove,software update,Wholesale,Class 3,terminated,safety alert,disposable glove,EMA,BioCare,disposable glove
f7da8122-4a85-42eb-9d59-c8a5fdc099c2,2016-03-24,DEU,instruction correction detected in disposable glove,software update,Retail,Class 3,open,recall,disposable glove,PMDA,BioCare,disposable glove
4f33f0d2-3307-4206-94e4-d39b611f2014,2017-06-19,JPN,paperwork detected in dressing,software update,Sponsor Control,Class 3,terminated,field safety,dressing,EMA,MediNova,dressing
d58523d1-eb37-422f-b8b2-94371713b1f6,2021-08-12,FRA,documentation update detected in disposable glove,software update,Retail,Class 3,classified,safety alert,disposable glove,Health Canada,HealthTech,disposable glove
cfda0032-8f1e-4427-9ec2-ed7ada997cec,2020-03-04,CAN,documentation update detected in bandage,software update,Retail,Class 3,open,safety alert,bandage,TGA,CardioPlus,bandage
5208060b-c27b-4c37-bf68-2fcbdc070d2b,2017-06-09,DEU,malfunction detected in x-ray device,software update,Hospital,Class 2,terminated,safety alert,x-ray device,PMDA,CardioPlus,x-ray device
fcad7553-f2c4-4578-94cf-5b9b9459cdab,2023-03-11,MEX,infection detected in surgical implant,terminated,Public Recall,Class 1,classified,recall,surgical implant,PMDA,MediNova,surgical implant
7e71ebbd-8c5c-4b9d-a3c0-13a4e192b9e7,2020-05-26,IND,serious injury detected in defibrillator,terminated,Public Recall,Class 1,classified,safety alert,defibrillator,MHRA,LifeSystems,defibrillator
a2c89a5c-4436-452c-93ee-f526733328a1,2023-04-18,BRA,fatal detected in cardiac pacemaker,terminated,Healthcare Professional,Class 1,classified,field safety,cardiac pacemaker,MHRA,Meditech Corp,cardiac pacemaker
d9a22cf2-6bef-4caf-88f7-3f53ddc48dd3,2019-09-12,GBR,cardiac detected in cardiac pacemaker,terminated,Hospital,Class 1,terminated,safety alert,cardiac pacemaker,FDA,LifeSystems,cardiac pacemaker
16345090-d00d-49b2-abd6-e64fd56ea9db,2018-12-16,,cardwac detected in cardiac pacemaker,terminated,Public Recall,Class 1,,safety alert,cardiac pacemaker,TGA,GlobalMed,cardiac pacemaker
09098e0d-a10c-4640-8d50-aea5a7da87d9,2018-01-10,GBR,infection detected in defibrillator,terminated,Hospital,Class 1,classified,field safety,defibrillator,MHRA,LifeSystems,defibrillator
b4584bf0-0e7e-47c0-992b-8a1a82ca140d,2020-02-21,CHN,explosion detected in infusion pump,recall,Healthcare Professional,Class 1,open,recall,infusion pump,CDSCO,Meditech Corp,infusion pump
9f0ef26b-5803-4325-b256-34d1acf81ec0,2015-09-22,CAN,software error detected in laser therapy unit,recall,Wholesale,Class 2,terminated,field safety,laser therapy unit,MHRA,Meditech Corp,laser therapy unit
35f47450-a592-43f3-b1f3-1b350acbb1ec,2018-11-05,GBR,serious injury detected in infusion pump,terminated,Public Recall,Class 1,terminated,recall,infusion pump,MHRA,HealthTech,infusion pump
a69814d8-ff2e-43e6-9cd1-1a3874af7137,2016-12-06,JPN,serious injury detected in surgical implant,recall,Hospital,Class 1,terminated,safety alert,surgical implant,EMA,BioCare,surgical implant
31fcee24-7cac-475e-9c0f-dd0638f8b777,2016-11-07,CAN,serious injury detected in surgical implant,recall,Hospital,Class 1,classified,safety alert,surgical implant,TGA,CardioPlus,surgical implant
92c6a1e0-68cc-414c-8502-f2caddba452f,2024-08-08,AUS,fatal detected in ventilator,recall,Healthcare Professional,Class 1,terminated,recall,ventilator,PMDA,GlobalMed,ventilator
a5529714-cb97-47ff-a0bf-ecfa5b68c335,2023-05-29,,paperwork detected in catheter,terminated,Retail,Class 3,,safety alert,catheter,MHRA,HealthTech,catheter
cce17b0a-d04e-4add-b9ff-392c8a4168f8,2022-02-04,CAN,software error detected in diagnostic monitor,terminated,Wholesale,Class 2,open,recall,diagnostic monitor,PMDA,GlobalMed,diagnostic monitor
51aa69ff-f2f9-4cc1-9356-d24e753b4f61,2022-02-11,BRA,software error detected in x-ray device,software update,Hospital,Class 2,classified,recall,x-ray device,FDA,BioCare,x-ray device
95967,2017-02-20,CAN,TO INFORM USERS ABOUT POTENTIALLY FALSE MEASUREMENTS WHEN USING THE PRESSURE INPUT CHANNEL P4,Recall,Hospital/Pharmacy/Laboratory,II,Terminated,Recall,can-cathcor-041e0132,Health Canada (via FOI),,
489f7178-2b27-403c-aa74-d12a62c2efec,2019-07-26,GBR,cosmetic defect detected in dressing,terminated,Wholesale,Class 3,terminated,recall,dressing,TGA,HealthTech,dressing
5f84eac9-6df6-4b04-96d1-d5684cc50ea2,2016-10-24,MEX,malfunction detected in diagnostic monitor,recall,Wholesale,Class 2,terminated,safety alert,diagnostic monitor,TGA,Meditech Corp,diagnostic monitor
67b9db3c-6ea1-447a-908e-3748dd661c82,2017-08-02,CHN,fatal detected in surgical implant,recall,Public Recall,Class 1,open,field safety,surgical implant,TGA,BioCare,surgical implant
04d6bade-e54e-4710-a7f0-3230ab0317e8,2020-08-02,AUS,serious injury detected in defibrillator,terminated,Healthcare Professional,Class 1,classified,recall,defibrillator,EMA,MediNova,defibrillator
3dd3d9ba-9fef-42a2-97a5-050d40b5003d,2022-07-29,IND,infection detected in defibrillator,terminated,Hospital,Class 1,open,safety alert,defibrillator,TGA,LifeSystems,defibrillator
bbba8e32-3d15-493d-a3a2-b74df1dbafbc,2023-09-26,DEU,packaging detected in bandage,software update,Retail,Class 3,terminated,field safety,bandage,Health Canada,HealthTech,bandage
a9cdb31a-029f-44ce-a550-78d8aa162db4,2018-11-10,DEU,instruction correction detected in bandage,software update,Wholesale,Class 3,classified,recall,bandage,FDA,Meditech Corp,bandage
fce7866d-a464-4586-84e7-f978f6e786ae,2024-04-05,GBR,packaging detected in syringe,software update,Sponsor Control,Class 3,open,field safety,syringe,EMA,BioCare,syringe
c8ca0852-a02d-4e23-9fba-0025e462d51b,2020-09-01,AUS,cardiac detected in defibrillator,software update,Hospital,Class 1,terminated,field safety,defibrillator,CDSCO,MediNova,defibrillator
44aead4d-282c-473d-82b3-ca268781b2a8,2024-04-15,,packaging detected in bandaie,recall,Retail,Class 3,,recall,bandage,Health Canada,GlobalMed,bandage
a5a5d9d9-df26-4be9-a4cc-b25a21800849,2016-03-25,BRA,manufacturing defect detected in ultrasound machine,terminated,Sponsor Control,Class 2,classified,recall,ultrasound machine,FDA,MediNova,ultrasound machine
bf365906-54e2-4293-b168-3294d5583ca4,2015-11-23,GBR,documentation update detected in bandage,software update,Sponsor Control,Class 3,terminated,safety alert,bandage,MHRA,Meditech Corp,bandage
b4904ef0-f0f0-48f5-a700-10604499a6db,2019-01-23,FRA,instruction correction detected in disposable glove,software update,Sponsor Control,Class 3,open,safety alert,disposable glove,PMDA,HealthTech,disposable glove
c31e4e4a-8360-4827-969c-c39a9fa66126,2015-12-26,FRA,instruction correction detected in syringe,recall,Wholesale,Class 3,open,recall,syringe,CDSCO,Meditech Corp,syringe
69563,2012-07-25,FIN,Device failure / Feature Before Use - Labeling,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Recall,fin-optipac-60-refobacin-bone-cement-r,Valvira - National Supervisory Authority for Welfare and Health (via FOI),,
5b72e21c-37ce-4337-b803-336a4a150053,2016-12-14,IND,implant detected in surgical implant,terminated,Public Recall,Class 1,terminated,safety alert,surgical implant,EMA,CardioPlus,surgical implant
a6fec9f2-080a-446a-b9ae-7d54451aa6c9,2020-10-29,CAN,manufacturing defect detected in x-ray device,recall,Sponsor Control,Class 2,open,field safety,x-ray device,Health Canada,BioCare,x-ray device
ec9a474b-cf93-439e-8958-ecae7e73b044,2015-12-26,,performance issue detected in lgser therapy unit,software update,Wholesale,Class 2,,safety alert,laser therapy unit,FDA,CardioPlus,laser therapy unit
5faeb440-233d-409c-bdde-f18f69a7b11a,2021-04-22,,quality problem detected in x-ray devije,terminated,Hospital,Class 2,,field safety,x-ray device,CDSCO,GlobalMed,x-ray device
2ed536d2-5180-49c0-b439-fff5b72f3b2f,2025-05-22,IND,cardiac detected in defibrillator,terminated,Hospital,Class 1,open,recall,defibrillator,EMA,LifeSystems,defibrillator
67bf1959-f276-4a1b-870a-e83cf21483a4,2024-04-29,DEU,instruction correction detected in dressing,software update,Retail,Class 3,open,safety alert,dressing,PMDA,GlobalMed,dressing
7978ce97-ae95-41fc-ab95-340ac8f0e3a1,2021-09-06,CAN,manufacturing defect detected in diagnostic monitor,terminated,Sponsor Control,Class 2,classified,recall,diagnostic monitor,CDSCO,HealthTech,diagnostic monitor
60037e5f-2821-4978-b6d7-29f6b2a0a762,2019-01-12,BRA,cosmetic defect detected in syringe,recall,Wholesale,Class 3,open,safety alert,syringe,Health Canada,LifeSystems,syringe
46913,2018-05-21,SGP,Device failure / Feature Before Use - Manufacturing,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Field Safety Notice,sgp-biomet-primary-tibial-plate-with-locking-bar,Health Sciences Authority (HSA),,
a0df4bfc-07f4-4913-9348-fd5c0666d7c9,2017-05-05,MEX,paperwork detected in disposable glove,terminated,Retail,Class 3,classified,field safety,disposable glove,Health Canada,HealthTech,disposable glove
42418949-116c-42f3-884e-6b2fb624f361,2025-05-07,IND,cardiac detected in ventilator,terminated,Hospital,Class 1,open,safety alert,ventilator,TGA,MediNova,ventilator
e56983c5-484a-428d-bd13-0d44976b051b,2017-04-12,IND,implant detected in surgical implant,terminated,Hospital,Class 1,open,safety alert,surgical implant,EMA,CardioPlus,surgical implant
05eee481-bd39-4ee3-911b-7e3eabaeec72,2019-03-14,,paperwork detected in syringe,software update,Retail,Class 3,,recall,syringe,TGA,BioCare,syringe
51389,2017-02-20,SWE,Device failure / Feature Before Use - Manufacturing,Change instructions,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Field Safety Notice,swe-safe-t-vue-6-also-safe-t-vue-10,Swedish Medical Products Agency,,
114222,2011-06-27,IRL,Device failure / Feature Before Use - Manufacturing,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Field Safety Notice,irl-all-hl-20-4-pump-consoles-and-all-hl-20-5-pump-consoles-manufactured-before-the-year-2011,Health Products Regulatory Authority,,
86771e2c-465d-459a-9e95-1cb6345a46d4,2019-08-06,CHN,implant detected in cardiac pacemaker,terminated,Public Recall,Class 1,open,field safety,cardiac pacemaker,PMDA,MediNova,cardiac pacemaker
819bd03c-67a8-4775-90a3-6d868bfe6be0,2024-05-20,JPN,death detected in cardiac pacemaker,terminated,Public Recall,Class 1,classified,field safety,cardiac pacemaker,FDA,GlobalMed,cardiac pacemaker
3ecf56c0-2b02-451f-90ed-cc57f67faf8e,2025-08-18,BRA,cardiac detected in infusion pump,terminated,Healthcare Professional,Class 1,terminated,recall,infusion pump,PMDA,GlobalMed,infusion pump
47939,2015-11-06,SGP,Device failure / Feature Before Use - Manufacturing,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Field Safety Notice,sgp-allura-xper-alluraclarity-allura-cv-allura-centron-and-uniq-systems,Health Sciences Authority (HSA),,
20a7e051-63b9-4e24-b302-1173d44cc3d4,2021-06-16,CAN,death detected in defibrillator,terminated,Hospital,Class 1,open,field safety,defibrillator,FDA,CardioPlus,defibrillator
d4dbc562-7f96-4228-ad16-c60118b7b0c3,2021-08-27,JPN,serious injury detected in surgical implant,recall,Hospital,Class 1,classified,field safety,surgical implant,Health Canada,HealthTech,surgical implant
51805de5-b8cf-48df-a344-71b8d26102ba,2022-06-25,CAN,packaging detected in catheter,software update,Wholesale,Class 3,terminated,recall,catheter,TGA,CardioPlus,catheter
119130,2018-05-03,AND,Device failure / Feature Before Use - Manufacturing,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Recall,and-askina-gel-askina-calgitrol-paste,Health Andorra,,
c430ecb8-058c-4344-a3f9-e08e2a5658a7,2020-09-15,USA,cardiac detected in infusion pump,recall,Healthcare Professional,Class 1,classified,recall,infusion pump,PMDA,CardioPlus,infusion pump
00cfd13b-75a9-4bc8-a5cd-724344ab2875,2023-08-09,IND,explosion detected in cardiac pacemaker,recall,Healthcare Professional,Class 1,classified,field safety,cardiac pacemaker,TGA,BioCare,cardiac pacemaker
2d0d4a2a-9ac0-4fe1-9dbb-5a541dc1e9a4,2020-07-12,FRA,software error detected in ultrasound machine,recall,Hospital,Class 2,open,safety alert,ultrasound machine,PMDA,GlobalMed,ultrasound machine
ece8fca5-95be-477a-9821-ed0f06ace6ef,2022-10-22,BRA,explosion detected in infusion pump,terminated,Hospital,Class 1,open,safety alert,infusion pump,TGA,HealthTech,infusion pump
715bb061-874d-455a-9143-2b5af0f81d46,2023-03-06,CAN,quality problem detected in laser therapy unit,terminated,Wholesale,Class 2,classified,field safety,laser therapy unit,CDSCO,LifeSystems,laser therapy unit
9a971b9e-28a5-48fa-98ef-12afc6c3f5ff,2021-06-07,CHN,malfunction detected in x-ray device,recall,Sponsor Control,Class 2,open,recall,x-ray device,MHRA,LifeSystems,x-ray device
e276afc6-faed-43cf-abbd-6bfee1ae1a5d,2019-01-11,AUS,cosmetic defect detected in dressing,software update,Retail,Class 3,open,field safety,dressing,PMDA,CardioPlus,dressing
afa653e8-7405-42f1-8507-27b2ac6103ca,2017-11-04,MEX,packaging detected in bandage,recall,Retail,Class 3,terminated,recall,bandage,Health Canada,MediNova,bandage
97a505be-9e60-4433-84f2-69dd96815ce1,2022-05-08,JPN,software error detected in diagnostic monitor,terminated,Wholesale,Class 2,open,safety alert,diagnostic monitor,FDA,MediNova,diagnostic monitor
c5901f5b-8547-45d5-82d5-ba8046dd1d1d,2017-06-12,CAN,instruction correction detected in disposable glove,software update,Sponsor Control,Class 3,classified,safety alert,disposable glove,FDA,Meditech Corp,disposable glove
