Event_ID,Date,Country,Reason,Action_Summary,Action_Level,Action_Classification,Status,Type,Device,Source,manufacturer_name,device_name
2347dcf5-9a68-42c6-92a8-7a60368281ed,30/01/24,,death detected in defibiillator,terminated,Public Recall,Class 1,,safety alert,defibrillator,TGA,MediNova,defibrillator
f390c7f8-3c4a-4dcb-832b-61e756896945,20/04/24,GBR,implant detected in surgical implant,software update,Healthcare Professional,Class 1,classified,recall,surgical implant,CDSCO,GlobalMed,surgical implant
655c38ca-3159-4c73-b866-ec18e876d93a,06/10/21,GBR,performance issue detected in ultrasound machine,recall,Sponsor Control,Class 2,open,field safety,ultrasound machine,TGA,GlobalMed,ultrasound machine
66300ac1-0a4f-45d9-8135-f58cb550accf,25/12/18,DEU,explosion detected in cardiac pacemaker,recall,Healthcare Professional,Class 1,open,safety alert,cardiac pacemaker,MHRA,GlobalMed,cardiac pacemaker
493fe2bf-dfb2-4401-b717-29734847cb49,23/08/17,,fatal detected in defibrillotor,terminated,Public Recall,Class 1,,field safety,defibrillator,PMDA,BioCare,defibrillator
5216e9f3-fb27-46c8-9441-95a1c21ffa84,17/04/24,JPN,instruction correction detected in disposable glove,terminated,Sponsor Control,Class 3,classified,field safety,disposable glove,MHRA,MediNova,disposable glove
0e92f887-cb95-47e0-8ab3-b5fad073a2c0,02/11/23,,death detected in onfusion pump,recall,Hospital,Class 1,,recall,infusion pump,FDA,GlobalMed,infusion pump
9124b008-555b-4f41-90b5-7cae409b1d3a,12/06/21,,serious injury detected in deeibrillator,terminated,Healthcare Professional,Class 1,,recall,defibrillator,EMA,GlobalMed,defibrillator
8c4eaeb2-8a1b-4e49-b3fa-63396f78e5de,30/01/23,,packaging detected in dreysing,software update,Retail,Class 3,,recall,dressing,FDA,MediNova,dressing
728de50f-a1de-41f9-a53c-9328d7cb9485,07/09/15,GBR,quality problem detected in ultrasound machine,terminated,Sponsor Control,Class 2,terminated,field safety,ultrasound machine,Health Canada,MediNova,ultrasound machine
2689d523-9155-48dc-a62c-a0b2df3a7aa0,29/11/15,CHN,software error detected in laser therapy unit,recall,Sponsor Control,Class 2,classified,recall,laser therapy unit,FDA,BioCare,laser therapy unit
387ac8b8-d4c9-41ac-8a94-8d2bffb33496,14/08/23,CAN,malfunction detected in laser therapy unit,software update,Sponsor Control,Class 2,open,recall,laser therapy unit,TGA,BioCare,laser therapy unit
3cdb0de3-9cd0-4148-ab03-3be5bc818370,30/08/18,MEX,instruction correction detected in syringe,software update,Retail,Class 3,terminated,recall,syringe,PMDA,GlobalMed,syringe
068bc01e-a252-45f2-8b5c-8b142959343e,27/02/19,,infection detected in ikfusion pump,terminated,Public Recall,Class 1,,safety alert,infusion pump,EMA,GlobalMed,infusion pump
1c740f89-7ef3-4073-89cf-936c0619ce0e,16/08/21,GBR,infection detected in cardiac pacemaker,recall,Public Recall,Class 1,open,field safety,cardiac pacemaker,EMA,MediNova,cardiac pacemaker
76d447bc-d4ce-4212-b3cc-db0e235077d8,17/10/24,,explosion detewted in defibrillator,terminated,Public Recall,Class 1,,safety alert,defibrillator,PMDA,BioCare,defibrillator
b83bf59b-77ac-45de-af13-97f0f2837b9b,09/05/23,MEX,fatal detected in infusion pump,terminated,Healthcare Professional,Class 1,classified,safety alert,infusion pump,CDSCO,BioCare,infusion pump
cbc6efe2-c0d3-4197-8fe9-071d731d3bd5,11/09/18,GBR,quality problem detected in diagnostic monitor,terminated,Wholesale,Class 2,classified,recall,diagnostic monitor,EMA,BioCare,diagnostic monitor
e1af625a-3401-424d-98d2-e5f8c7a0a57e,04/12/23,AUS,death detected in infusion pump,recall,Public Recall,Class 1,open,safety alert,infusion pump,TGA,MediNova,infusion pump
36dc119e-b37a-453a-98cb-c384c979aff3,03/07/17,IND,cardiac detected in defibrillator,software update,Public Recall,Class 1,classified,field safety,defibrillator,FDA,BioCare,defibrillator
ea217819-c136-43c1-ab75-51bb26081d6d,12/04/22,IND,malfunction detected in diagnostic monitor,software update,Wholesale,Class 2,open,safety alert,diagnostic monitor,FDA,BioCare,diagnostic monitor
7d895cf4-eae7-4944-bbe3-b980aae6f3bf,16/04/17,IND,documentation update detected in disposable glove,software update,Retail,Class 3,open,field safety,disposable glove,PMDA,GlobalMed,disposable glove
3ae9ccb4-1428-46a5-9c47-4baf514165bf,11/10/20,IND,paperwork detected in catheter,recall,Sponsor Control,Class 3,open,field safety,catheter,TGA,MediNova,catheter
f20e0e13-3e31-46e9-afb2-10a74c5e2f4c,05/12/22,DEU,death detected in cardiac pacemaker,terminated,Healthcare Professional,Class 1,classified,field safety,cardiac pacemaker,TGA,BioCare,cardiac pacemaker
95f3ffc3-32f5-4224-8684-cbbb60c87a08,01/01/22,FRA,death detected in ventilator,recall,Healthcare Professional,Class 1,terminated,safety alert,ventilator,EMA,MediNova,ventilator
0d15e49a-55d7-436b-99b7-5fbf2c89c760,26/01/22,,documentation update detected in dressing,software update,Retail,Class 3,,field safety,dressing,CDSCO,BioCare,dressing
d3be2482-499b-4abe-a135-92dce66ba239,30/05/23,MEX,packaging detected in syringe,software update,Sponsor Control,Class 3,terminated,field safety,syringe,FDA,GlobalMed,syringe
a2f6f6a9-304f-4693-8491-e6aa71e96796,11/07/18,IND,packaging detected in disposable glove,recall,Retail,Class 3,open,recall,disposable glove,Health Canada,MediNova,disposable glove
0184c360-22fb-4b89-b31a-cc5ef037a87b,08/09/24,CAN,instruction correction detected in catheter,software update,Sponsor Control,Class 3,classified,safety alert,catheter,TGA,MediNova,catheter
35461cbc-2944-4126-81b0-568084b474e0,11/01/20,IND,cosmetic defect detected in syringe,software update,Wholesale,Class 3,terminated,field safety,syringe,MHRA,GlobalMed,syringe
ee8e5b29-78f3-4bda-b4e9-359a9fc8de94,08/02/18,IND,explosion detected in cardiac pacemaker,terminated,Hospital,Class 1,classified,field safety,cardiac pacemaker,EMA,MediNova,cardiac pacemaker
82a444cf-5e4b-414c-90be-671d15a3be4a,21/08/19,GBR,manufacturing defect detected in ultrasound machine,recall,Sponsor Control,Class 2,terminated,field safety,ultrasound machine,Health Canada,BioCare,ultrasound machine
93b3535a-887a-410b-a6c7-1a8e8d5413b2,29/02/24,,instruction correction detected in catbeter,recall,Retail,Class 3,,safety alert,catheter,Health Canada,BioCare,catheter
6b6160e1-99e8-4f19-8646-77adb9edb2da,10/12/16,USA,documentation update detected in syringe,software update,Wholesale,Class 3,open,safety alert,syringe,Health Canada,GlobalMed,syringe
c12b88c8-8c04-4fdb-8d7f-423db2d7c095,02/03/25,,infection detected in defibjillator,software update,Public Recall,Class 1,,field safety,defibrillator,FDA,MediNova,defibrillator
72881b68-630e-4da5-baac-8a43c40bad38,10/03/16,,futal detected in defibrillator,recall,Public Recall,Class 1,,field safety,defibrillator,EMA,MediNova,defibrillator
2736acf3-9acb-4270-9e34-cb3f29d0c4b6,16/11/24,IND,cosmetic defect detected in bandage,software update,Sponsor Control,Class 3,open,safety alert,bandage,TGA,BioCare,bandage
a8c74e8a-ea35-48d2-809e-14d149228db3,12/04/22,GBR,malfunction detected in x-ray device,software update,Hospital,Class 2,classified,field safety,x-ray device,EMA,MediNova,x-ray device
34cf089a-e838-441d-8915-77d6624ab668,19/11/17,DEU,explosion detected in defibrillator,terminated,Public Recall,Class 1,classified,recall,defibrillator,TGA,MediNova,defibrillator
5cf28c6d-02cb-4505-8f0d-7b9c7d7991e6,23/01/22,MEX,death detected in ventilator,recall,Public Recall,Class 1,terminated,recall,ventilator,FDA,GlobalMed,ventilator
600bd466-a038-400a-815d-36c1f5f259b4,04/12/24,AUS,manufacturing defect detected in laser therapy unit,recall,Wholesale,Class 2,classified,safety alert,laser therapy unit,Health Canada,GlobalMed,laser therapy unit
3f451a8b-cf70-43fe-81d8-0de81d00fa43,11/07/18,DEU,manufacturing defect detected in laser therapy unit,recall,Wholesale,Class 2,terminated,field safety,laser therapy unit,EMA,GlobalMed,laser therapy unit
10e40d5c-edea-49cb-86bb-4838eb53ff58,28/09/20,USA,paperwork detected in bandage,recall,Retail,Class 3,terminated,recall,bandage,CDSCO,BioCare,bandage
bb3e3de6-bcd9-4b9d-8962-62a5f43c28a1,27/07/25,GBR,cardiac detected in ventilator,terminated,Healthcare Professional,Class 1,classified,safety alert,ventilator,Health Canada,MediNova,ventilator
b3b6dd05-9911-472d-ac34-edfeb5be8374,24/11/18,GBR,serious injury detected in cardiac pacemaker,recall,Healthcare Professional,Class 1,terminated,safety alert,cardiac pacemaker,Health Canada,GlobalMed,cardiac pacemaker
6ec12b5a-a188-40f7-a136-936fb12bba45,05/05/22,GBR,fatal detected in defibrillator,recall,Healthcare Professional,Class 1,classified,field safety,defibrillator,TGA,BioCare,defibrillator
4b3d8c29-4cee-4325-a888-7c3fbf5ecaaf,03/12/17,AUS,implant detected in surgical implant,terminated,Public Recall,Class 1,classified,recall,surgical implant,EMA,BioCare,surgical implant
f18bb535-27ac-4583-89cd-a0fd88d949e0,01/01/24,BRA,documentation update detected in catheter,software update,Retail,Class 3,classified,safety alert,catheter,MHRA,BioCare,catheter
f9eeeda3-f837-4ecf-bcb2-a27abce61afd,22/08/24,IND,fatal detected in cardiac pacemaker,terminated,Hospital,Class 1,open,recall,cardiac pacemaker,TGA,MediNova,cardiac pacemaker
5434db51-faa5-4575-b623-9a33877be916,06/03/20,IND,infection detected in surgical implant,recall,Public Recall,Class 1,classified,field safety,surgical implant,EMA,BioCare,surgical implant
a1162dbb-796b-461e-912b-cf12d4a549d7,09/08/24,AUS,death detected in defibrillator,terminated,Healthcare Professional,Class 1,terminated,safety alert,defibrillator,FDA,MediNova,defibrillator
7995725a-beb0-42de-a097-c670269c3363,11/09/22,AUS,performance issue detected in diagnostic monitor,terminated,Wholesale,Class 2,terminated,recall,diagnostic monitor,EMA,GlobalMed,diagnostic monitor
61f63dd5-71c9-444f-9418-6289b20f8fc9,28/01/23,,paperwork detected in dispohable glove,software update,Sponsor Control,Class 3,,field safety,disposable glove,MHRA,BioCare,disposable glove
a2ecdfd3-2dcd-4f7d-84db-58eddb335f7b,26/02/20,USA,quality problem detected in diagnostic monitor,recall,Wholesale,Class 2,terminated,recall,diagnostic monitor,FDA,MediNova,diagnostic monitor
5c8eacf4-3af1-4c6b-bd4d-7b24b3f0c34c,27/11/23,MEX,paperwork detected in catheter,software update,Retail,Class 3,open,recall,catheter,EMA,BioCare,catheter
a89164da-e3ed-4721-8ade-7718492ffe10,24/04/18,,instructwon correction detected in dressing,terminated,Wholesale,Class 3,,safety alert,dressing,EMA,MediNova,dressing
a1a1e075-809b-4a5a-a39e-07dd488bd91b,16/08/21,,explosion detected in surgical implhnt,recall,Healthcare Professional,Class 1,,field safety,surgical implant,TGA,BioCare,surgical implant
8c47be20-60d4-4cbf-b3bc-c3e554167912,29/09/17,FRA,performance issue detected in laser therapy unit,terminated,Sponsor Control,Class 2,classified,field safety,laser therapy unit,PMDA,GlobalMed,laser therapy unit
d99bb5d2-c730-491d-b9c9-0108f5064263,01/10/21,,tocumentation update detected in catheter,software update,Sponsor Control,Class 3,,recall,catheter,TGA,BioCare,catheter
3300055b-8e38-4bd5-ae71-d0aad5512a41,03/07/19,AUS,serious injury detected in cardiac pacemaker,terminated,Healthcare Professional,Class 1,open,recall,cardiac pacemaker,TGA,BioCare,cardiac pacemaker
9b24bca4-3b05-488e-bcd3-f86b684e3882,23/05/25,CHN,paperwork detected in syringe,software update,Retail,Class 3,terminated,safety alert,syringe,PMDA,BioCare,syringe
380aae44-5263-4a53-9b75-29a52548cb79,18/08/20,IND,death detected in ventilator,terminated,Hospital,Class 1,terminated,recall,ventilator,EMA,MediNova,ventilator
84e31167-0320-4bba-946b-805a4d849a63,16/01/23,DEU,implant detected in defibrillator,terminated,Healthcare Professional,Class 1,open,recall,defibrillator,TGA,MediNova,defibrillator
9c7a776e-4be1-415f-b112-f57c92c41e01,11/10/22,MEX,documentation update detected in dressing,software update,Wholesale,Class 3,classified,safety alert,dressing,FDA,MediNova,dressing
2fdbb502-97f7-4f5b-a852-b11a55711d48,28/08/21,,performance issue detected in x-ray device,recall,Sponsor Control,Class 2,,recall,x-ray device,MHRA,BioCare,x-ray device
245b7f71-13f8-45b8-9180-9b524ee2037b,04/02/24,IND,infection detected in infusion pump,terminated,Public Recall,Class 1,open,recall,infusion pump,CDSCO,GlobalMed,infusion pump
fa075a19-b666-4e94-8a36-f3fa7ee5308d,21/04/21,AUS,instruction correction detected in disposable glove,terminated,Retail,Class 3,open,recall,disposable glove,PMDA,GlobalMed,disposable glove
3049d1a7-a2ec-4e38-bb25-b30357518ab1,26/05/22,DEU,malfunction detected in x-ray device,terminated,Sponsor Control,Class 2,open,safety alert,x-ray device,EMA,MediNova,x-ray device
1c7c1b12-e516-414f-9c33-95335fdc975a,07/10/23,CHN,fatal detected in ventilator,recall,Healthcare Professional,Class 1,classified,recall,ventilator,Health Canada,MediNova,ventilator
c7631d00-2b54-4886-991a-bc08b3fcd4ee,17/08/18,AUS,cosmetic defect detected in dressing,software update,Retail,Class 3,classified,field safety,dressing,Health Canada,BioCare,dressing
531110fa-ef6b-41d4-9b4d-6e9cc49b244d,21/07/16,AUS,software error detected in laser therapy unit,recall,Sponsor Control,Class 2,terminated,safety alert,laser therapy unit,FDA,GlobalMed,laser therapy unit
9a5bc264-f9d4-422a-aeba-3841884d0c93,12/10/22,CAN,quality problem detected in ultrasound machine,recall,Sponsor Control,Class 2,terminated,recall,ultrasound machine,FDA,MediNova,ultrasound machine
7be32824-b77c-469b-b01b-7f7303ce86a0,23/04/16,DEU,death detected in cardiac pacemaker,recall,Healthcare Professional,Class 1,classified,field safety,cardiac pacemaker,EMA,MediNova,cardiac pacemaker
7082b6e7-f0d6-4982-93df-03f7e8fe43bd,26/03/23,DEU,infection detected in infusion pump,recall,Public Recall,Class 1,classified,safety alert,infusion pump,TGA,MediNova,infusion pump
ab374795-860b-4726-8dc2-8d094c3fc5d1,16/02/23,IND,death detected in defibrillator,terminated,Public Recall,Class 1,terminated,safety alert,defibrillator,EMA,MediNova,defibrillator
16ddcba1-121d-4e76-a729-7180f1060168,16/08/22,AUS,instruction correction detected in syringe,terminated,Sponsor Control,Class 3,terminated,recall,syringe,TGA,MediNova,syringe
e3bd8c25-2992-46fb-9489-1e3e2e3eeb2d,24/01/20,FRA,fatal detected in infusion pump,terminated,Public Recall,Class 1,open,safety alert,infusion pump,EMA,GlobalMed,infusion pump
0753878b-b545-4fb7-aad9-93325d769fa3,24/03/22,IND,fatal detected in infusion pump,terminated,Public Recall,Class 1,open,recall,infusion pump,FDA,GlobalMed,infusion pump
f83ddf79-feb9-4f1d-8f1f-d48a82fc7762,21/07/16,FRA,fatal detected in defibrillator,recall,Healthcare Professional,Class 1,terminated,safety alert,defibrillator,TGA,MediNova,defibrillator
2f9eb2a7-9423-4e0f-af99-75a8fd820778,05/12/17,JPN,packaging detected in catheter,software update,Retail,Class 3,open,safety alert,catheter,EMA,BioCare,catheter
b44599fd-27a7-4e2b-a8bb-8e0143e28477,18/12/21,CAN,software error detected in x-ray device,recall,Sponsor Control,Class 2,terminated,safety alert,x-ray device,TGA,MediNova,x-ray device
a7cd91db-5f42-4952-a2db-75b5b5063ade,28/09/15,DEU,malfunction detected in x-ray device,terminated,Hospital,Class 2,classified,field safety,x-ray device,FDA,BioCare,x-ray device
565f6855-2165-4878-b680-3cfca2368439,23/08/25,MEX,manufacturing defect detected in ultrasound machine,terminated,Hospital,Class 2,classified,recall,ultrasound machine,PMDA,MediNova,ultrasound machine
cbb68804-403e-4bec-97b8-286e634fa16c,23/01/23,IND,documentation update detected in syringe,recall,Wholesale,Class 3,classified,recall,syringe,CDSCO,MediNova,syringe
00bcc08c-e8d3-405e-8749-c246ea1fe31c,09/05/18,IND,paperwork detected in bandage,software update,Retail,Class 3,terminated,safety alert,bandage,TGA,GlobalMed,bandage
d54f1d22-6eb3-4cbe-b73a-6d02303fe587,23/01/21,,cardiac detected in infosion pump,recall,Hospital,Class 1,,safety alert,infusion pump,TGA,MediNova,infusion pump
c4a58bfd-a44f-4b48-823d-702e9368dedf,15/11/16,AUS,infection detected in surgical implant,software update,Public Recall,Class 1,classified,safety alert,surgical implant,PMDA,MediNova,surgical implant
bcbf1a5b-9708-4f53-8ea3-8ed04b66067f,28/06/23,FRA,serious injury detected in surgical implant,terminated,Public Recall,Class 1,open,field safety,surgical implant,CDSCO,GlobalMed,surgical implant
6d2e651b-e733-4996-b02e-1e9833242b73,24/07/25,JPN,explosion detected in surgical implant,recall,Hospital,Class 1,open,field safety,surgical implant,Health Canada,BioCare,surgical implant
c1636036-79b5-4e01-ba4d-af020bdec580,19/11/22,BRA,fatal detected in surgical implant,terminated,Public Recall,Class 1,terminated,recall,surgical implant,PMDA,MediNova,surgical implant
05d0556e-78d5-4d01-b577-098106cc86b1,10/08/20,BRA,fatal detected in defibrillator,terminated,Healthcare Professional,Class 1,terminated,field safety,defibrillator,MHRA,MediNova,defibrillator
49957593-b772-460e-baf9-08bff097b557,09/10/19,GBR,death detected in defibrillator,recall,Hospital,Class 1,classified,safety alert,defibrillator,EMA,BioCare,defibrillator
7dcef9cc-09d5-49a2-920e-da76deae9bf4,03/03/17,USA,death detected in cardiac pacemaker,recall,Public Recall,Class 1,classified,safety alert,cardiac pacemaker,CDSCO,GlobalMed,cardiac pacemaker
db8fa1f8-acb5-4ac2-a64d-6c5d1537cd07,05/01/18,CAN,cardiac detected in cardiac pacemaker,terminated,Public Recall,Class 1,open,recall,cardiac pacemaker,CDSCO,BioCare,cardiac pacemaker
b3c2bfc2-2678-4c55-8574-2e886ab52dc0,13/09/24,JPN,fatal detected in infusion pump,recall,Hospital,Class 1,terminated,field safety,infusion pump,CDSCO,MediNova,infusion pump
1c5e3455-08f4-4c6f-b48b-9580b92977f3,14/03/18,IND,paperwork detected in disposable glove,software update,Sponsor Control,Class 3,open,safety alert,disposable glove,TGA,MediNova,disposable glove
57f7a1ae-d963-425e-b41d-3cc84bcd1c72,14/02/18,DEU,serious injury detected in ventilator,terminated,Healthcare Professional,Class 1,terminated,field safety,ventilator,CDSCO,BioCare,ventilator
042d6df1-dc90-435b-98a8-84412efb78af,02/06/16,DEU,instruction correction detected in bandage,recall,Retail,Class 3,open,safety alert,bandage,EMA,GlobalMed,bandage
028886c9-2db2-4a01-ab9a-8f358a8e32ac,06/01/25,,packaging detected in dressing,recall,Sponsor Control,Class 3,,recall,dressing,TGA,GlobalMed,dressing
7a21cdef-8f48-40f3-8877-7d0073f74ff4,22/10/24,FRA,explosion detected in defibrillator,software update,Hospital,Class 1,classified,recall,defibrillator,CDSCO,BioCare,defibrillator
2c677516-0809-4093-aae9-c62b4de5dd22,05/10/19,CAN,fatal detected in cardiac pacemaker,terminated,Healthcare Professional,Class 1,classified,field safety,cardiac pacemaker,FDA,GlobalMed,cardiac pacemaker
6b91f6dd-19a6-48fa-894a-6a519943ee9a,18/12/23,CAN,malfunction detected in laser therapy unit,software update,Sponsor Control,Class 2,classified,field safety,laser therapy unit,Health Canada,MediNova,laser therapy unit
7ef36d61-c573-4f77-b74a-7899e5cfd035,07/08/23,,paperwork detected in disposable glove,terminated,Retail,Class 3,,field safety,disposable glove,PMDA,MediNova,disposable glove
d0d135d0-53d6-46f1-948c-689eb15c5368,23/02/18,IND,fatal detected in infusion pump,terminated,Public Recall,Class 1,open,recall,infusion pump,CDSCO,GlobalMed,infusion pump
2e6542d3-81c0-49df-a977-b2e4c7359b3b,26/09/22,,documentation update detected in bandage,software update,Retail,Class 3,,field safety,bandage,MHRA,MediNova,bandage
7e696781-83ea-4996-9383-644ef90b47c1,22/10/20,,implant detected in defibrillator,recall,Hospital,Class 1,,safety alert,defibrillator,Health Canada,BioCare,defibrillator
6c48ce91-a589-4cd2-bb7f-0717411c28b8,16/04/24,USA,explosion detected in surgical implant,terminated,Healthcare Professional,Class 1,terminated,recall,surgical implant,EMA,MediNova,surgical implant
4d3585f7-c8b8-494d-bc10-5768e45fd26c,07/02/21,CAN,death detected in ventilator,recall,Public Recall,Class 1,terminated,safety alert,ventilator,CDSCO,MediNova,ventilator
fc6f0e04-fbf5-4a57-90ef-e9313109949b,07/05/21,,software erior detected in ultrasound machine,software update,Hospital,Class 2,,field safety,ultrasound machine,Health Canada,GlobalMed,ultrasound machine
7f0902c8-b603-4e3e-87f1-ef7026e66ea2,17/07/18,GBR,malfunction detected in laser therapy unit,recall,Sponsor Control,Class 2,terminated,recall,laser therapy unit,MHRA,BioCare,laser therapy unit
2e9c30ed-14d7-4931-a7c5-9394f0124c5e,05/05/18,USA,cosmetic defect detected in syringe,software update,Retail,Class 3,classified,recall,syringe,MHRA,MediNova,syringe
cea8ff0d-df8f-4e4c-aaf1-9d71238e00ec,09/03/20,USA,documentation update detected in bandage,terminated,Wholesale,Class 3,open,recall,bandage,TGA,MediNova,bandage
e73d0f8c-44df-4a31-8360-13451e7ac8dd,04/10/23,AUS,fatal detected in infusion pump,recall,Public Recall,Class 1,classified,field safety,infusion pump,CDSCO,GlobalMed,infusion pump
e5e54497-2c25-4839-b3c6-686a59591220,29/08/17,USA,cosmetic defect detected in disposable glove,software update,Retail,Class 3,terminated,safety alert,disposable glove,Health Canada,MediNova,disposable glove
7b00af5c-c2f1-4f0a-b558-4f9aeadd0c04,24/08/22,IND,cosmetic defect detected in disposable glove,software update,Retail,Class 3,terminated,recall,disposable glove,CDSCO,BioCare,disposable glove
ca2395c0-9fdc-48fe-be0d-d2ab83cfbb85,15/11/21,JPN,documentation update detected in syringe,software update,Retail,Class 3,open,safety alert,syringe,CDSCO,GlobalMed,syringe
6b7655b0-5708-4eb1-8a89-11ade930641c,01/06/25,FRA,cardiac detected in surgical implant,recall,Public Recall,Class 1,classified,recall,surgical implant,TGA,MediNova,surgical implant
5e1b7e2d-2947-48fd-aa69-f6ec112f52fb,01/05/19,FRA,death detected in surgical implant,recall,Healthcare Professional,Class 1,open,recall,surgical implant,TGA,BioCare,surgical implant
dccf6e58-ecd1-4e02-ae17-346c00ffda3a,06/05/24,GBR,fatal detected in ventilator,recall,Healthcare Professional,Class 1,terminated,safety alert,ventilator,CDSCO,GlobalMed,ventilator
c2695ca4-5211-4c6f-900c-c9645ae2d802,30/05/23,DEU,infection detected in defibrillator,software update,Public Recall,Class 1,classified,safety alert,defibrillator,MHRA,MediNova,defibrillator
91bca65e-4844-421a-b807-a7930a9d31da,07/11/24,,implant detected in cardiac pvcemaker,terminated,Public Recall,Class 1,,field safety,cardiac pacemaker,MHRA,GlobalMed,cardiac pacemaker
2250f910-780e-4274-9aac-59a0af5ff58b,06/01/16,USA,performance issue detected in ultrasound machine,recall,Sponsor Control,Class 2,terminated,recall,ultrasound machine,FDA,MediNova,ultrasound machine
b5b8b817-0638-4a1a-bf43-d19fd6a73065,17/05/20,CHN,packaging detected in catheter,software update,Sponsor Control,Class 3,classified,recall,catheter,CDSCO,GlobalMed,catheter
3db942e2-d741-4506-a04f-0d920ab0b35a,25/12/22,FRA,documentation update detected in dressing,software update,Wholesale,Class 3,open,field safety,dressing,EMA,MediNova,dressing
275612b1-6a07-40af-9d24-6f90a36f1cb9,10/03/18,CAN,documentation update detected in bandage,software update,Wholesale,Class 3,classified,field safety,bandage,EMA,BioCare,bandage
b797e2f0-e68a-446e-855c-5b88341876ef,14/01/18,FRA,serious injury detected in ventilator,software update,Hospital,Class 1,classified,field safety,ventilator,MHRA,MediNova,ventilator
9ab4f75b-adbd-494f-a060-2f07cd7678fb,24/03/25,,fatal defected in defibrillator,recall,Healthcare Professional,Class 1,,recall,defibrillator,CDSCO,GlobalMed,defibrillator
394d52d1-ed9a-4195-b1d1-3b6b386949f2,04/04/19,JPN,implant detected in cardiac pacemaker,recall,Healthcare Professional,Class 1,terminated,field safety,cardiac pacemaker,EMA,BioCare,cardiac pacemaker
53e80bbe-a9a0-4a03-8cf6-cc1c7d23ab8b,22/04/24,DEU,fatal detected in infusion pump,software update,Public Recall,Class 1,terminated,recall,infusion pump,EMA,BioCare,infusion pump
765f1644-6370-484e-b7da-f9663f0395ee,05/10/19,CHN,instruction correction detected in syringe,software update,Wholesale,Class 3,classified,field safety,syringe,Health Canada,GlobalMed,syringe
8ab9c5e1-860b-47a0-b441-d913a5f8d122,11/10/20,MEX,paperwork detected in catheter,software update,Retail,Class 3,classified,recall,catheter,FDA,BioCare,catheter
908485a2-a951-46a8-a805-f2f44a2b3630,08/07/17,CAN,paperwork detected in catheter,software update,Sponsor Control,Class 3,classified,field safety,catheter,CDSCO,GlobalMed,catheter
70b8a6b5-22ce-4dcd-985a-06e9cde910f9,28/06/18,JPN,serious injury detected in defibrillator,terminated,Public Recall,Class 1,terminated,safety alert,defibrillator,PMDA,MediNova,defibrillator
7466980e-452a-4f23-a46a-98fe01a3f7f8,18/03/16,JPN,software error detected in ultrasound machine,terminated,Hospital,Class 2,classified,field safety,ultrasound machine,EMA,BioCare,ultrasound machine
89d5921f-91bb-4fe4-a7bc-dc094b196e72,11/11/19,FRA,packaging detected in catheter,software update,Wholesale,Class 3,classified,recall,catheter,FDA,MediNova,catheter
8edc99b3-0a8b-4e45-be48-d2a058cef086,01/06/18,,packaging detectid in catheter,software update,Retail,Class 3,,recall,catheter,Health Canada,MediNova,catheter
3ba59fb8-b610-4312-b3f1-0004d2f92b3c,21/08/19,USA,implant detected in infusion pump,software update,Public Recall,Class 1,classified,field safety,infusion pump,MHRA,GlobalMed,infusion pump
fcde4076-8ddb-491e-a700-2ccb30cb1a4c,03/06/22,CHN,death detected in infusion pump,recall,Public Recall,Class 1,terminated,safety alert,infusion pump,MHRA,MediNova,infusion pump
83d9b5d2-1dad-411e-813d-e4937c7025dc,06/11/16,BRA,cardiac detected in surgical implant,terminated,Public Recall,Class 1,terminated,recall,surgical implant,MHRA,BioCare,surgical implant
28c326bf-5abb-4971-b0b5-5e56eedc2e56,14/09/18,MEX,serious injury detected in ventilator,software update,Public Recall,Class 1,classified,recall,ventilator,MHRA,BioCare,ventilator
99ba4ad0-e6c7-4f4e-955c-6c5aaecac58e,14/10/19,,implant detected in ventilator,recall,Public Recall,Class 1,,field safety,ventilator,CDSCO,BioCare,ventilator
1d12f93b-ea22-43ed-b602-9ad59318ace3,12/08/22,CAN,documentation update detected in syringe,software update,Wholesale,Class 3,open,field safety,syringe,FDA,MediNova,syringe
c1265ff9-f120-4102-a583-a2af78325e34,03/07/16,MEX,malfunction detected in ultrasound machine,terminated,Wholesale,Class 2,classified,field safety,ultrasound machine,TGA,GlobalMed,ultrasound machine
1dc9fe4f-804e-46da-971d-a640da54f6bd,02/01/22,CAN,software error detected in ultrasound machine,recall,Sponsor Control,Class 2,terminated,recall,ultrasound machine,Health Canada,MediNova,ultrasound machine
d3031a89-f077-4729-bd22-b3c45e88a656,03/08/25,,sofuware error detected in ultrasound machine,software update,Hospital,Class 2,,recall,ultrasound machine,EMA,MediNova,ultrasound machine
c846bb23-bf44-4d47-9589-1e0bdb7af8d0,27/07/24,USA,instruction correction detected in disposable glove,software update,Wholesale,Class 3,terminated,field safety,disposable glove,Health Canada,BioCare,disposable glove
9d2d0d07-3873-42ae-a7b6-5d770c7bef82,30/09/19,,cardiac dztected in cardiac pacemaker,recall,Hospital,Class 1,,field safety,cardiac pacemaker,EMA,BioCare,cardiac pacemaker
47fbed51-69b1-4ae2-bc52-7ee1f32170b1,28/08/19,MEX,paperwork detected in syringe,software update,Wholesale,Class 3,open,field safety,syringe,MHRA,GlobalMed,syringe
7afd2a27-b366-4204-9c8b-cc4ab358a179,02/11/19,,manufmcturing defect detected in x-ray device,terminated,Hospital,Class 2,,recall,x-ray device,FDA,BioCare,x-ray device
